Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,3,17:30,70,0,0.01,274.01,261,2,0.01,312.58,394,0,0.0,315.55,202,1,0.0,305.28
August,3,18:00,51,0,0.0,296.77,245,1,0.0,305.7,355,0,0.0,325.04,189,1,0.01,303.99
August,3,18:30,44,0,0.0,292.27,220,2,0.01,311.72,330,1,0.0,323.99,178,1,0.0,304.12
August,3,19:00,36,0,0.0,286.78,197,1,0.01,293.54,297,0,0.0,320.41,160,0,0.0,299.24
August,3,19:30,32,0,0.0,278.07,176,1,0.0,314.9,271,1,0.0,325.22,157,0,0.0,319.24
August,3,1:00,2,0,0.05,331.61,14,0,0.0,348.61,34,1,0.02,294.18,21,0,0.0,313.43
August,3,1:30,2,0,0.0,331.61,9,0,0.0,348.61,27,0,0.0,266.63,18,0,0.0,336.89
August,3,20:00,28,0,0.0,300.03,152,0,0.0,306.34,245,0,0.0,322.76,142,1,0.01,316.46
August,3,20:30,24,0,0.01,295.0,139,0,0.0,303.8,221,0,0.0,320.55,126,0,0.0,297.13
August,3,21:00,21,0,0.02,277.79,123,0,0.0,301.75,194,0,0.0,314.04,106,1,0.01,305.99
August,3,21:30,17,0,0.0,334.4,107,1,0.01,313.93,167,0,0.0,306.79,91,0,0.0,310.11
August,3,22:00,15,0,0.0,294.69,88,0,0.0,325.28,145,0,0.0,320.66,80,1,0.01,317.17
August,3,22:30,13,1,0.11,331.61,70,0,0.0,298.17,125,1,0.01,310.94,69,0,0.01,306.49
August,3,23:00,9,0,0.04,331.61,59,0,0.0,260.4,101,0,0.0,313.99,57,0,0.0,312.06
August,3,23:30,7,0,0.02,331.61,48,0,0.0,266.97,84,0,0.0,303.16,50,1,0.01,329.66
August,3,2:00,1,0,0.0,331.61,6,0,0.0,348.61,22,0,0.01,317.04,13,0,0.0,329.76
August,3,2:30,1,0,0.0,331.61,4,0,0.0,348.61,16,0,0.0,324.14,9,0,0.0,329.76
August,3,3:00,1,0,0.0,331.61,4,0,0.0,348.61,14,0,0.03,342.93,3,0,0.03,329.76
August,3,3:30,1,0,0.0,331.61,3,0,0.0,348.61,10,0,0.0,342.93,1,0,0.0,329.76
August,3,4:00,1,0,0.0,331.61,2,0,0.0,348.61,10,0,0.0,342.93,0,0,0.0,0.0
August,3,4:30,1,0,0.0,331.61,2,0,0.0,348.61,8,0,0.0,342.93,0,0,0.0,0.0
August,3,5:00,1,0,0.0,331.61,2,0,0.0,348.61,11,0,0.0,342.93,1,0,0.0,329.76
August,3,5:30,2,0,0.0,331.61,3,0,0.1,348.61,12,0,0.0,342.93,2,0,0.0,329.76
August,3,6:00,2,0,0.0,331.61,3,0,0.0,348.61,18,0,0.0,265.52,6,0,0.0,329.76
August,3,6:30,2,0,0.0,331.61,5,0,0.0,348.61,28,0,0.02,261.5,11,0,0.01,329.76
August,3,7:00,5,0,0.0,331.61,9,0,0.0,348.61,43,0,0.0,262.29,19,0,0.0,295.3
August,3,7:30,7,0,0.0,331.61,13,0,0.0,348.61,69,0,0.0,261.66,32,0,0.01,297.44
August,3,8:00,11,0,0.01,331.61,24,0,0.0,268.7,108,0,0.0,282.56,51,0,0.01,280.12
August,3,8:30,15,0,0.0,274.94,38,0,0.0,302.07,150,0,0.0,291.17,70,0,0.0,303.94
August,3,9:00,20,0,0.0,238.34,76,0,0.0,298.35,198,0,0.0,296.51,99,1,0.01,295.37
August,3,9:30,25,0,0.0,302.82,100,0,0.0,303.9,251,0,0.0,294.88,119,0,0.0,278.09
August,4,0:00,5,0,0.0,307.45,30,0,0.02,341.0,66,0,0.01,317.6,39,0,0.0,302.73
August,4,0:30,3,0,0.0,307.45,20,0,0.0,316.17,48,0,0.0,306.89,26,0,0.0,324.83
August,4,10:00,211,1,0.0,320.45,373,2,0.01,328.07,927,8,0.01,327.38,435,5,0.01,312.11
August,4,10:30,234,1,0.0,309.81,420,9,0.02,337.1,1032,16,0.02,336.26,491,12,0.02,315.67
August,4,11:00,246,0,0.0,320.69,465,4,0.01,338.66,1118,6,0.01,344.52,529,5,0.01,319.95
August,4,11:30,254,0,0.0,331.05,496,7,0.01,340.45,1150,13,0.01,347.79,551,7,0.01,320.39
August,4,12:00,254,1,0.0,316.1,536,3,0.01,336.55,1184,13,0.01,346.54,587,10,0.02,323.72
August,4,12:30,260,1,0.0,313.5,555,8,0.01,343.99,1189,16,0.01,348.31,593,12,0.02,323.01
August,4,13:00,262,1,0.0,309.82,575,4,0.01,343.72,1181,8,0.01,351.39,595,7,0.01,324.36
August,4,13:30,260,1,0.0,325.44,586,10,0.02,337.41,1178,13,0.01,355.22,600,5,0.01,321.23
August,4,14:00,264,1,0.0,324.25,609,5,0.01,336.19,1199,10,0.01,358.09,620,5,0.01,317.51
August,4,14:30,274,3,0.01,325.74,613,5,0.01,338.78,1206,26,0.02,355.64,632,10,0.02,326.33
August,4,15:00,269,1,0.0,320.39,614,3,0.0,341.01,1217,10,0.01,355.38,632,4,0.01,326.39
August,4,15:30,278,2,0.01,327.66,615,2,0.0,342.97,1201,4,0.0,358.78,626,6,0.01,328.82
August,4,16:00,266,0,0.0,334.44,616,2,0.0,341.49,1201,3,0.0,355.59,632,2,0.0,332.81
August,4,16:30,256,0,0.0,324.51,602,4,0.01,351.34,1159,3,0.0,356.91,611,5,0.01,335.86
August,4,17:00,231,1,0.0,327.66,577,3,0.0,347.13,1102,4,0.0,353.24,585,2,0.0,337.78
August,4,17:30,213,1,0.0,319.85,543,2,0.0,349.45,1016,4,0.0,357.01,541,5,0.01,330.68
August,4,18:00,178,0,0.0,311.24,492,2,0.0,349.93,941,9,0.01,353.56,497,2,0.0,333.04
August,4,18:30,155,1,0.01,333.56,456,4,0.01,340.72,836,4,0.0,356.09,441,1,0.0,333.94
August,4,19:00,109,0,0.0,329.9,410,4,0.01,351.81,738,5,0.01,359.54,402,2,0.01,320.32
August,4,19:30,85,1,0.01,333.14,378,3,0.01,337.98,662,6,0.01,356.63,365,8,0.02,333.43
August,4,1:00,2,0,0.0,307.45,11,0,0.0,321.84,34,0,0.01,311.3,18,0,0.0,331.02
August,4,1:30,1,0,0.0,307.45,7,0,0.0,321.84,25,0,0.01,326.17,14,0,0.0,311.48
August,4,20:00,63,1,0.01,323.9,336,4,0.01,335.1,577,6,0.01,358.85,319,6,0.02,321.32
August,4,20:30,48,1,0.02,328.13,276,2,0.01,326.46,486,1,0.0,348.04,274,2,0.01,322.98
August,4,21:00,39,1,0.03,328.39,227,2,0.01,329.66,405,1,0.0,351.94,229,3,0.01,327.28
August,4,21:30,30,1,0.03,321.33,183,0,0.0,334.27,343,0,0.0,342.73,186,1,0.0,336.5
August,4,22:00,23,0,0.0,324.45,144,0,0.0,319.28,269,1,0.0,335.93,154,1,0.01,325.21
August,4,22:30,17,3,0.16,326.39,113,0,0.0,312.02,212,0,0.0,328.33,127,0,0.0,324.05
August,4,23:00,14,0,0.02,307.45,83,0,0.0,298.48,163,0,0.0,322.36,100,1,0.01,334.1
August,4,23:30,9,0,0.0,307.45,60,0,0.0,297.75,120,0,0.0,338.92,72,0,0.0,317.75
August,4,2:00,2,0,0.0,307.45,6,0,0.0,321.84,17,0,0.02,296.13,10,0,0.02,311.48
August,4,2:30,1,0,0.0,307.45,5,0,0.0,321.84,15,1,0.05,341.43,9,0,0.02,311.48
August,4,3:00,1,0,0.0,307.45,3,0,0.0,321.84,12,0,0.03,340.48,6,0,0.05,311.48
August,4,3:30,1,0,0.0,307.45,2,0,0.0,321.84,10,0,0.0,340.48,5,0,0.04,311.48
August,4,4:00,1,0,0.0,307.45,2,0,0.0,321.84,10,0,0.0,340.48,5,0,0.03,311.48
August,4,4:30,1,0,0.0,307.45,2,0,0.0,321.84,10,0,0.0,340.48,5,0,0.05,311.48
August,4,5:00,1,0,0.0,307.45,2,0,0.0,321.84,12,0,0.0,340.48,5,0,0.01,311.48
August,4,5:30,2,0,0.0,307.45,4,0,0.0,321.84,17,0,0.01,271.64,6,0,0.0,311.48
August,4,6:00,2,0,0.0,307.45,5,0,0.0,321.84,29,0,0.0,267.44,13,0,0.0,311.48
August,4,6:30,4,1,0.13,307.45,10,2,0.22,321.84,49,0,0.01,286.35,23,0,0.01,253.42
August,4,7:00,9,0,0.0,307.45,27,0,0.0,280.31,89,0,0.0,258.75,39,0,0.0,279.54
August,4,7:30,19,0,0.01,321.06,49,1,0.02,284.43,152,0,0.0,260.06,66,0,0.01,269.43
August,4,8:00,49,0,0.01,285.05,94,0,0.0,282.15,279,0,0.0,292.13,125,0,0.0,269.12
August,4,8:30,87,1,0.01,306.61,150,2,0.01,299.09,431,1,0.0,300.23,194,2,0.01,286.38
August,4,9:00,132,1,0.0,299.82,228,0,0.0,305.91,607,2,0.0,312.12,292,1,0.0,292.17
August,4,9:30,177,1,0.01,318.58,294,1,0.0,319.82,779,8,0.01,323.78,363,7,0.02,304.59
August,5,0:00,6,0,0.0,289.73,41,0,0.0,304.83,82,0,0.0,328.07,50,0,0.01,313.71
August,5,0:30,5,0,0.0,289.73,28,0,0.0,310.65,60,0,0.0,336.74,36,0,0.0,334.47
August,5,10:00,197,1,0.0,315.16,336,1,0.0,314.91,839,4,0.0,325.04,404,2,0.01,306.57
August,5,10:30,218,0,0.0,313.9,378,5,0.01,327.72,935,10,0.01,334.12,445,8,0.02,306.9
August,5,11:00,233,1,0.0,317.36,421,2,0.0,331.92,1002,4,0.0,337.2,479,6,0.01,323.16
August,5,11:30,247,1,0.0,319.95,451,3,0.01,332.57,1046,5,0.0,340.4,516,5,0.01,317.52
August,5,12:00,252,1,0.0,320.76,474,1,0.0,340.8,1054,8,0.01,340.21,529,3,0.01,317.95
August,5,12:30,250,1,0.01,312.05,492,3,0.01,341.63,1057,18,0.02,343.84,538,8,0.02,321.74
August,5,13:00,252,0,0.0,316.06,513,3,0.01,341.35,1059,3,0.0,343.56,541,7,0.01,318.68
August,5,13:30,249,0,0.0,325.85,523,4,0.01,339.4,1058,9,0.01,345.99,530,5,0.01,325.22
August,5,14:00,262,0,0.0,317.73,553,3,0.0,333.79,1082,4,0.0,346.4,563,7,0.01,323.6
August,5,14:30,261,1,0.0,319.42,564,2,0.0,342.74,1083,7,0.01,350.13,551,6,0.01,325.52
August,5,15:00,259,0,0.0,321.41,566,1,0.0,334.21,1072,2,0.0,349.72,556,4,0.01,324.01
August,5,15:30,258,1,0.0,320.54,548,1,0.0,339.49,1062,2,0.0,350.65,561,6,0.01,320.81
August,5,16:00,265,1,0.0,329.4,543,1,0.0,346.05,1037,2,0.0,350.86,569,2,0.0,324.32
August,5,16:30,248,0,0.0,330.67,525,1,0.0,344.23,1022,2,0.0,348.68,550,2,0.0,326.96
August,5,17:00,223,0,0.0,321.51,501,2,0.0,347.53,970,3,0.0,352.12,505,1,0.0,327.32
August,5,17:30,192,0,0.0,317.35,479,2,0.0,348.62,911,3,0.0,348.02,479,1,0.0,326.48
August,5,18:00,172,0,0.0,324.02,450,2,0.0,342.35,842,5,0.01,347.42,443,2,0.01,328.24
August,5,18:30,147,1,0.01,320.3,410,1,0.0,338.37,736,5,0.01,345.89,393,1,0.0,329.5
August,5,19:00,103,0,0.0,334.46,366,2,0.01,337.38,665,4,0.01,347.91,356,2,0.01,321.38
August,5,19:30,76,0,0.0,318.02,329,1,0.0,338.76,581,3,0.01,341.88,323,5,0.01,330.18
August,5,1:00,3,0,0.0,289.73,15,0,0.0,326.0,43,0,0.0,339.27,28,0,0.0,357.48
August,5,1:30,2,0,0.0,289.73,8,0,0.0,316.47,31,0,0.01,300.08,19,0,0.01,340.92
August,5,20:00,58,1,0.02,336.03,285,4,0.01,331.95,498,4,0.01,346.69,283,6,0.02,326.85
August,5,20:30,52,1,0.03,317.9,247,3,0.01,324.8,438,2,0.0,345.7,247,2,0.01,314.7
August,5,21:00,38,1,0.02,323.16,202,1,0.01,326.02,368,0,0.0,340.09,201,2,0.01,321.5
August,5,21:30,29,0,0.0,309.84,167,1,0.0,326.29,303,0,0.0,340.61,175,1,0.01,334.03
August,5,22:00,22,0,0.0,295.93,135,1,0.01,331.18,252,1,0.01,336.67,140,1,0.0,336.96
August,5,22:30,15,2,0.16,289.59,106,1,0.01,312.48,198,1,0.0,334.79,114,1,0.01,325.22
August,5,23:00,12,1,0.05,289.73,80,0,0.0,311.71,150,0,0.0,328.92,87,0,0.0,330.89
August,5,23:30,8,0,0.0,289.73,58,0,0.01,298.44,112,0,0.0,325.35,69,0,0.01,325.46
August,5,2:00,2,0,0.0,289.73,5,0,0.0,316.47,23,0,0.0,296.7,13,0,0.03,307.34
August,5,2:30,1,0,0.0,289.73,4,0,0.0,316.47,20,0,0.0,264.26,10,0,0.0,307.34
August,5,3:00,1,0,0.0,289.73,3,0,0.0,316.47,14,0,0.02,320.13,3,0,0.0,307.34
August,5,3:30,1,0,0.0,289.73,3,0,0.0,316.47,13,0,0.0,320.13,1,0,0.0,307.34
August,5,4:00,1,0,0.0,289.73,2,0,0.0,316.47,11,0,0.01,320.13,0,0,0.0,0.0
August,5,4:30,1,0,0.0,289.73,2,0,0.0,316.47,12,0,0.0,320.13,0,0,0.0,0.0
August,5,5:00,1,0,0.0,289.73,2,0,0.0,316.47,14,0,0.0,320.13,1,0,0.0,307.34
August,5,5:30,2,0,0.0,289.73,4,0,0.0,316.47,18,0,0.01,319.85,3,0,0.0,307.34
August,5,6:00,3,0,0.0,289.73,6,0,0.0,316.47,32,0,0.01,252.75,13,0,0.0,307.34
August,5,6:30,5,0,0.09,289.73,12,3,0.22,316.47,54,1,0.01,249.22,24,0,0.01,252.66
August,5,7:00,11,0,0.02,289.73,31,0,0.01,268.73,97,0,0.0,268.71,45,0,0.0,281.42
August,5,7:30,21,0,0.01,317.67,50,1,0.01,293.95,158,1,0.0,270.8,76,0,0.0,279.21
August,5,8:00,52,0,0.0,273.35,97,1,0.01,276.42,275,0,0.0,295.41,128,1,0.0,283.27
August,5,8:30,87,1,0.01,297.42,152,1,0.01,305.56,402,0,0.0,306.61,190,0,0.0,291.84
August,5,9:00,128,1,0.01,317.56,216,0,0.0,302.62,571,1,0.0,314.35,270,0,0.0,294.79
August,5,9:30,168,1,0.01,320.54,278,1,0.01,320.84,717,4,0.01,322.34,338,2,0.01,301.05
August,6,0:00,5,0,0.0,328.12,39,0,0.0,307.11,79,0,0.0,337.57,46,0,0.0,322.06
August,6,0:30,3,0,0.0,328.12,27,0,0.0,295.26,58,0,0.0,329.08,33,0,0.0,356.22
August,6,10:00,168,1,0.0,310.52,312,2,0.01,318.27,818,2,0.0,321.54,387,5,0.01,306.3
