Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,16:00,261,1,0.0,331.17,608,6,0.01,352.19,1076,6,0.01,348.15,547,6,0.01,326.04
August,1,16:30,242,1,0.0,330.59,584,5,0.01,342.25,1021,4,0.0,348.59,520,6,0.01,319.68
August,1,17:00,218,1,0.01,330.23,552,5,0.01,344.49,959,6,0.01,344.52,486,4,0.01,332.68
August,1,17:30,196,1,0.01,326.69,517,4,0.01,349.55,919,6,0.01,347.39,455,7,0.02,321.81
August,1,18:00,174,1,0.0,320.23,464,6,0.01,351.59,840,7,0.01,349.06,418,2,0.01,316.61
August,1,18:30,144,1,0.01,347.32,408,3,0.01,335.94,748,3,0.0,347.39,369,4,0.01,314.15
August,1,19:00,108,0,0.0,349.3,366,6,0.02,340.96,659,6,0.01,340.22,325,5,0.02,318.96
August,1,19:30,85,0,0.0,325.21,321,2,0.01,325.46,582,5,0.01,347.3,290,7,0.02,322.5
August,1,1:00,4,0,0.0,328.23,19,0,0.02,377.56,52,1,0.01,332.11,26,0,0.0,358.88
August,1,1:30,3,0,0.0,328.23,13,0,0.02,362.1,41,0,0.0,302.66,20,0,0.02,316.69
August,1,20:00,68,1,0.01,340.58,288,3,0.01,334.83,507,9,0.02,342.31,251,7,0.03,316.31
August,1,20:30,56,1,0.02,306.58,259,3,0.01,340.04,442,3,0.01,333.74,222,2,0.01,308.5
August,1,21:00,42,1,0.02,326.06,209,2,0.01,332.18,360,1,0.0,339.2,181,10,0.06,325.55
August,1,21:30,33,0,0.0,324.62,173,2,0.01,318.64,296,1,0.0,336.2,156,6,0.04,324.14
August,1,22:00,27,0,0.0,322.97,135,0,0.0,328.83,243,1,0.0,339.38,128,1,0.01,314.2
August,1,22:30,20,3,0.17,377.49,110,0,0.0,304.68,195,0,0.0,334.56,105,1,0.01,304.57
August,1,23:00,14,1,0.1,328.23,84,0,0.0,323.5,151,0,0.0,321.6,82,0,0.0,301.03
August,1,23:30,10,1,0.07,328.23,67,1,0.01,320.14,119,0,0.0,304.41,64,0,0.0,304.56
August,1,2:00,2,0,0.0,328.23,9,0,0.0,362.1,32,1,0.02,324.21,15,0,0.03,338.46
August,1,2:30,2,0,0.0,328.23,6,0,0.0,362.1,26,1,0.03,338.75,10,0,0.01,326.6
August,1,3:00,0,0,0.0,0.0,2,0,0.0,362.1,14,0,0.03,348.75,5,0,0.08,326.6
August,1,3:30,0,0,0.0,0.0,0,0,0.0,0.0,5,0,0.0,348.75,0,0,0.0,0.0
August,1,4:00,0,0,0.0,0.0,1,0,0.0,362.1,12,0,0.01,348.75,2,0,0.0,326.6
August,1,4:30,0,0,0.0,0.0,3,0,0.0,362.1,15,0,0.01,335.72,3,0,0.0,326.6
August,1,5:00,0,0,0.0,0.0,3,0,0.0,362.1,18,0,0.01,306.92,4,0,0.0,326.6
August,1,5:30,1,0,0.0,328.23,4,0,0.0,362.1,21,0,0.01,331.23,5,0,0.0,326.6
August,1,6:00,3,0,0.03,328.23,8,1,0.17,362.1,36,0,0.0,290.88,13,0,0.01,326.6
August,1,6:30,10,5,0.46,328.23,25,19,0.74,337.37,80,3,0.03,269.33,34,3,0.09,266.35
August,1,7:00,16,3,0.21,302.33,40,1,0.01,266.23,112,1,0.01,274.99,48,1,0.01,263.61
August,1,7:30,28,4,0.14,347.33,68,2,0.04,283.99,179,3,0.02,269.27,79,1,0.01,285.84
August,1,8:00,57,0,0.0,283.37,115,0,0.0,280.9,302,1,0.0,289.03,132,1,0.01,272.24
August,1,8:30,90,0,0.0,291.36,171,2,0.01,304.4,436,1,0.0,308.38,191,3,0.02,291.01
August,1,9:00,132,0,0.0,307.96,254,2,0.01,316.56,621,2,0.0,314.14,273,2,0.01,289.27
August,1,9:30,168,1,0.01,310.78,315,2,0.01,321.18,776,5,0.01,306.58,341,7,0.02,305.55
August,2,0:00,8,0,0.04,316.72,44,1,0.02,295.17,71,1,0.01,322.45,41,0,0.0,306.86
August,2,0:30,6,0,0.0,316.72,28,0,0.0,324.39,55,0,0.0,323.56,29,0,0.0,316.98
August,2,10:00,122,1,0.01,294.11,247,3,0.01,309.35,538,2,0.0,311.95,244,3,0.01,293.97
August,2,10:30,143,0,0.0,292.68,289,8,0.03,319.76,611,3,0.01,324.06,281,9,0.03,295.59
August,2,11:00,158,1,0.01,300.93,326,3,0.01,321.93,662,4,0.01,326.14,312,5,0.01,303.68
August,2,11:30,164,2,0.01,296.4,364,7,0.02,327.1,691,10,0.01,332.32,332,3,0.01,305.1
August,2,12:00,174,3,0.01,301.21,386,4,0.01,322.95,715,6,0.01,333.38,360,2,0.01,310.8
August,2,12:30,176,5,0.03,303.47,404,8,0.02,324.66,718,8,0.01,331.95,368,7,0.02,304.03
August,2,13:00,175,1,0.01,305.31,420,11,0.03,326.18,714,5,0.01,335.22,371,6,0.02,312.07
August,2,13:30,175,0,0.0,309.63,432,13,0.03,321.9,716,11,0.02,333.87,373,7,0.02,307.96
August,2,14:00,174,1,0.01,312.39,442,17,0.04,329.08,724,10,0.01,335.49,376,4,0.01,305.59
August,2,14:30,175,2,0.01,308.18,440,12,0.03,334.57,719,4,0.01,331.14,380,12,0.03,314.27
August,2,15:00,172,1,0.0,307.43,422,5,0.01,325.33,699,0,0.0,339.28,372,4,0.01,299.86
August,2,15:30,170,1,0.0,312.1,411,4,0.01,319.98,676,1,0.0,335.99,358,3,0.01,299.98
August,2,16:00,172,1,0.0,325.16,408,3,0.01,332.66,662,1,0.0,336.14,350,3,0.01,313.0
August,2,16:30,158,0,0.0,296.18,389,3,0.01,338.4,620,1,0.0,335.26,329,1,0.0,306.5
August,2,17:00,146,3,0.02,308.84,369,2,0.0,331.73,581,1,0.0,336.83,308,2,0.01,308.2
August,2,17:30,136,1,0.01,316.01,350,3,0.01,334.77,552,1,0.0,333.6,294,1,0.0,309.87
August,2,18:00,125,1,0.01,321.6,322,6,0.02,342.34,518,2,0.0,331.89,275,1,0.0,309.24
August,2,18:30,106,1,0.01,330.01,291,4,0.02,332.27,462,2,0.0,339.84,244,0,0.0,324.27
August,2,19:00,84,0,0.0,320.83,257,4,0.02,331.71,414,3,0.01,330.84,221,1,0.0,318.4
August,2,19:30,68,0,0.01,328.3,230,2,0.01,318.29,370,6,0.02,328.84,198,1,0.0,322.18
August,2,1:00,5,0,0.02,316.72,18,1,0.06,357.4,45,0,0.01,314.5,24,0,0.0,323.53
August,2,1:30,4,0,0.04,316.72,12,0,0.01,351.69,38,0,0.01,323.38,18,0,0.01,311.75
August,2,20:00,55,1,0.01,296.97,203,8,0.04,319.97,332,3,0.01,335.86,174,1,0.01,307.1
August,2,20:30,46,1,0.03,276.25,179,2,0.01,309.14,289,1,0.0,329.73,155,1,0.01,299.47
August,2,21:00,35,1,0.03,294.85,147,3,0.02,310.72,239,1,0.01,331.19,131,3,0.02,305.62
August,2,21:30,29,0,0.01,296.99,126,1,0.01,314.8,197,0,0.0,332.05,110,0,0.0,313.38
August,2,22:00,22,0,0.0,355.38,105,1,0.01,304.08,165,0,0.0,321.7,93,0,0.0,297.32
August,2,22:30,17,1,0.06,301.27,87,1,0.01,316.57,137,0,0.0,322.91,77,0,0.0,303.88
August,2,23:00,13,1,0.07,316.72,69,1,0.02,291.78,108,0,0.0,311.88,64,0,0.0,303.25
August,2,23:30,10,0,0.0,316.72,55,0,0.01,301.19,90,0,0.0,312.48,52,0,0.01,286.97
August,2,2:00,3,0,0.0,316.72,9,0,0.0,351.69,29,0,0.02,312.33,14,0,0.01,336.76
August,2,2:30,3,0,0.0,316.72,6,0,0.0,351.69,23,0,0.0,340.16,9,0,0.0,336.76
August,2,3:00,1,0,0.0,316.72,4,0,0.0,351.69,15,0,0.02,341.13,5,0,0.0,336.76
August,2,3:30,0,0,0.0,0.0,0,0,0.0,0.0,8,0,0.0,346.33,0,0,0.0,0.0
August,2,4:00,0,0,0.0,0.0,2,0,0.0,351.69,13,0,0.0,346.33,3,0,0.0,336.76
August,2,4:30,0,0,0.0,0.0,3,0,0.0,351.69,14,0,0.01,346.33,3,0,0.0,336.76
August,2,5:00,0,0,0.0,0.0,4,0,0.0,351.69,14,0,0.0,346.33,3,0,0.0,336.76
August,2,5:30,2,0,0.0,316.72,4,0,0.0,351.69,16,0,0.0,308.89,4,0,0.0,336.76
August,2,6:00,3,0,0.0,316.72,6,0,0.0,351.69,23,0,0.0,278.82,9,0,0.0,336.76
August,2,6:30,8,1,0.12,316.72,18,4,0.24,323.74,51,0,0.01,273.86,22,1,0.04,297.56
August,2,7:00,11,1,0.05,316.72,22,0,0.01,285.21,69,0,0.01,269.25,30,0,0.01,262.02
August,2,7:30,19,1,0.06,300.7,38,0,0.0,313.32,110,1,0.01,266.32,48,1,0.02,289.29
August,2,8:00,39,0,0.01,255.4,61,1,0.01,295.18,181,1,0.0,277.61,77,0,0.0,284.45
August,2,8:30,59,0,0.0,282.86,95,1,0.02,308.18,262,1,0.0,299.54,114,1,0.01,278.64
August,2,9:00,85,0,0.0,281.18,165,1,0.01,287.36,371,2,0.0,295.48,168,1,0.01,287.26
August,2,9:30,103,1,0.01,276.87,208,2,0.01,307.73,448,8,0.02,314.12,205,3,0.01,280.55
August,3,0:00,4,0,0.05,331.61,31,1,0.03,289.73,54,0,0.01,288.3,32,0,0.0,280.81
August,3,0:30,3,0,0.11,331.61,22,1,0.03,256.76,41,0,0.0,327.52,23,0,0.0,294.31
August,3,10:00,39,0,0.0,291.44,137,1,0.0,296.36,291,1,0.0,293.38,147,2,0.01,293.82
August,3,10:30,48,0,0.0,282.11,162,1,0.01,316.49,349,1,0.0,299.5,175,8,0.05,309.13
August,3,11:00,49,0,0.0,280.69,179,0,0.0,307.65,382,1,0.0,307.93,193,3,0.01,296.36
August,3,11:30,54,0,0.0,299.15,206,3,0.01,302.41,417,2,0.0,314.45,207,2,0.01,304.19
August,3,12:00,65,0,0.0,283.93,227,1,0.0,297.76,465,0,0.0,311.71,222,1,0.01,295.59
August,3,12:30,73,1,0.01,290.17,248,4,0.02,308.84,473,2,0.0,311.79,226,2,0.01,293.63
August,3,13:00,82,2,0.03,296.6,266,2,0.01,298.67,486,3,0.01,323.68,232,4,0.02,300.85
August,3,13:30,86,1,0.01,286.26,275,3,0.01,304.39,487,7,0.01,318.75,238,2,0.01,300.87
August,3,14:00,89,1,0.01,299.64,292,2,0.01,312.82,496,3,0.01,327.81,241,1,0.0,299.6
August,3,14:30,89,2,0.02,304.44,291,1,0.0,309.53,494,1,0.0,319.85,246,3,0.01,303.0
August,3,15:00,86,1,0.02,303.05,295,0,0.0,309.81,489,0,0.0,327.83,242,0,0.0,309.09
August,3,15:30,86,2,0.02,296.97,297,1,0.0,308.52,478,1,0.0,323.36,239,3,0.01,298.94
August,3,16:00,81,0,0.0,302.01,294,1,0.0,302.38,476,1,0.0,319.62,231,1,0.01,311.92
August,3,16:30,72,0,0.0,279.28,280,0,0.0,299.75,456,2,0.0,324.03,225,2,0.01,306.65
August,3,17:00,63,0,0.0,287.01,268,2,0.01,314.81,428,1,0.0,325.2,214,1,0.0,312.75
August,3,17:30,60,0,0.01,273.95,253,2,0.01,312.58,402,0,0.0,315.55,204,1,0.0,305.28
August,3,18:00,51,0,0.0,299.63,236,1,0.0,305.7,368,0,0.0,325.04,191,1,0.01,303.99
August,3,18:30,44,0,0.0,291.62,211,2,0.01,311.72,333,1,0.0,323.99,175,1,0.0,304.12
August,3,19:00,36,0,0.0,291.79,187,1,0.01,293.54,298,0,0.0,320.41,156,0,0.0,299.24
August,3,19:30,31,0,0.0,280.73,168,1,0.0,314.9,269,1,0.0,325.22,147,0,0.0,319.24
August,3,1:00,2,0,0.05,331.61,13,0,0.0,348.61,33,1,0.02,294.18,18,0,0.0,313.43
August,3,1:30,2,0,0.0,331.61,10,0,0.0,348.61,28,0,0.0,266.63,15,0,0.0,336.89
August,3,20:00,26,0,0.0,298.37,147,0,0.0,306.34,243,0,0.0,322.76,131,1,0.01,316.46
August,3,20:30,23,0,0.01,298.62,133,0,0.0,303.8,218,0,0.0,320.55,116,0,0.0,297.13
August,3,21:00,20,0,0.02,277.79,114,0,0.0,301.75,185,0,0.0,314.04,97,1,0.01,305.99
August,3,21:30,17,0,0.0,334.4,93,1,0.01,311.98,158,0,0.0,306.79,83,0,0.0,310.11
August,3,22:00,15,0,0.0,294.69,70,0,0.0,323.19,135,0,0.0,320.66,71,1,0.01,317.17
August,3,22:30,12,1,0.11,331.61,56,0,0.0,300.47,115,1,0.01,310.94,61,0,0.01,306.49
August,3,23:00,9,0,0.04,331.61,45,0,0.0,258.98,92,0,0.0,313.99,50,0,0.0,312.06
August,3,23:30,6,0,0.02,331.61,36,0,0.0,263.64,75,0,0.0,303.16,42,1,0.01,329.66
August,3,2:00,2,0,0.0,331.61,7,0,0.0,348.61,23,0,0.01,317.04,11,0,0.0,329.76
August,3,2:30,1,0,0.0,331.61,5,0,0.0,348.61,18,0,0.0,324.14,8,0,0.0,329.76
August,3,3:00,1,0,0.0,331.61,3,0,0.0,348.61,13,0,0.03,342.93,4,0,0.04,329.76
August,3,3:30,0,0,0.0,0.0,0,0,0.0,0.0,6,0,0.0,342.93,0,0,0.0,0.0
August,3,4:00,0,0,0.0,0.0,1,0,0.0,348.61,10,0,0.0,342.93,2,0,0.0,329.76
August,3,4:30,0,0,0.0,0.0,2,0,0.0,348.61,10,0,0.0,342.93,2,0,0.0,329.76
August,3,5:00,0,0,0.0,0.0,2,0,0.0,348.61,11,0,0.0,342.93,2,0,0.0,329.76
August,3,5:30,1,0,0.0,331.61,3,0,0.0,348.61,11,0,0.0,342.93,3,0,0.0,329.76
August,3,6:00,2,0,0.0,331.61,4,0,0.0,348.61,17,0,0.0,265.52,6,0,0.0,329.76
August,3,6:30,3,0,0.0,331.61,9,0,0.0,348.61,32,1,0.02,261.5,13,0,0.01,329.76
August,3,7:00,5,0,0.0,331.61,13,0,0.0,348.61,40,0,0.0,262.47,18,0,0.0,295.3
August,3,7:30,8,0,0.0,331.61,22,0,0.0,312.03,62,0,0.0,263.83,31,0,0.01,297.44
August,3,8:00,14,0,0.01,331.61,35,0,0.0,268.7,99,0,0.0,281.23,49,0,0.01,280.12
August,3,8:30,19,0,0.0,274.94,56,0,0.0,302.07,141,0,0.0,291.41,71,0,0.0,303.94
August,3,9:00,28,0,0.0,238.34,95,0,0.0,298.35,197,0,0.0,295.68,104,1,0.01,295.37
August,3,9:30,34,0,0.0,302.82,117,0,0.0,303.9,241,0,0.0,294.7,124,0,0.0,278.09
August,4,0:00,6,0,0.0,307.45,39,1,0.01,348.25,81,1,0.01,317.6,47,0,0.0,302.73
August,4,0:30,4,0,0.0,307.45,25,0,0.0,316.55,58,0,0.0,306.89,32,0,0.0,324.83
August,4,10:00,216,1,0.0,320.45,379,2,0.01,328.07,923,8,0.01,327.38,444,5,0.01,312.11
August,4,10:30,239,1,0.0,309.81,434,10,0.02,337.1,1031,16,0.02,336.26,501,12,0.02,315.67
August,4,11:00,243,0,0.0,319.67,477,4,0.01,338.66,1110,6,0.01,344.52,539,5,0.01,319.95
August,4,11:30,242,0,0.0,329.2,515,7,0.01,340.45,1151,13,0.01,347.79,563,7,0.01,320.39
August,4,12:00,244,1,0.0,316.31,553,4,0.01,336.55,1187,13,0.01,346.54,591,10,0.02,323.72
August,4,12:30,248,1,0.0,313.9,574,8,0.01,343.99,1184,16,0.01,348.31,595,12,0.02,323.01
August,4,13:00,251,1,0.0,309.95,591,4,0.01,343.72,1182,8,0.01,351.39,599,7,0.01,324.36
August,4,13:30,251,1,0.0,325.51,601,10,0.02,337.41,1184,13,0.01,355.22,603,5,0.01,321.23
August,4,14:00,257,1,0.0,323.84,624,5,0.01,336.19,1212,11,0.01,358.09,623,5,0.01,317.51
August,4,14:30,264,3,0.01,325.06,629,5,0.01,338.78,1217,27,0.02,355.64,631,10,0.02,326.33
August,4,15:00,269,1,0.0,319.9,626,3,0.0,341.01,1215,10,0.01,355.38,627,4,0.01,326.39
August,4,15:30,271,2,0.01,327.29,621,2,0.0,342.97,1193,4,0.0,358.78,617,6,0.01,328.82
August,4,16:00,266,0,0.0,335.92,620,2,0.0,341.49,1192,3,0.0,355.59,620,2,0.0,332.81
August,4,16:30,250,0,0.0,325.51,598,4,0.01,351.34,1137,3,0.0,356.91,596,5,0.01,335.86
August,4,17:00,227,1,0.0,327.27,547,2,0.0,344.67,1072,4,0.0,353.24,564,2,0.0,337.78
August,4,17:30,202,1,0.0,321.61,501,2,0.0,349.51,998,4,0.0,357.01,530,4,0.01,330.68
August,4,18:00,175,0,0.0,312.52,455,2,0.0,347.32,924,9,0.01,353.56,491,2,0.0,333.04
August,4,18:30,148,1,0.0,334.31,413,4,0.01,341.47,816,4,0.0,356.09,435,1,0.0,333.94
August,4,19:00,111,0,0.0,331.65,365,3,0.01,351.51,722,5,0.01,359.54,390,2,0.01,320.32
August,4,19:30,89,1,0.01,332.59,332,2,0.01,335.23,645,6,0.01,356.63,351,7,0.02,333.43
August,4,1:00,4,0,0.0,307.45,17,0,0.0,382.63,48,0,0.01,311.3,25,0,0.0,331.02
August,4,1:30,2,0,0.0,307.45,12,0,0.0,321.84,40,0,0.01,326.17,20,0,0.0,348.61
August,4,20:00,73,1,0.01,322.62,306,4,0.01,335.1,569,6,0.01,358.85,308,6,0.02,321.32
August,4,20:30,60,1,0.02,326.52,262,2,0.01,326.46,491,1,0.0,348.04,268,2,0.01,322.98
August,4,21:00,49,1,0.03,328.39,215,2,0.01,329.66,403,1,0.0,351.94,222,3,0.01,327.28
August,4,21:30,39,1,0.03,321.33,173,0,0.0,334.59,338,0,0.0,342.73,183,1,0.0,336.5
August,4,22:00,30,0,0.0,324.45,141,0,0.0,319.03,272,1,0.0,335.93,152,1,0.01,325.21
August,4,22:30,22,4,0.16,326.39,113,0,0.0,311.79,219,0,0.0,328.33,126,0,0.0,324.05
August,4,23:00,17,0,0.02,304.81,86,0,0.0,300.12,170,0,0.0,322.36,99,1,0.01,334.1
August,4,23:30,11,0,0.0,307.45,65,0,0.0,296.66,128,0,0.0,338.92,74,0,0.0,317.75
August,4,2:00,3,0,0.0,307.45,9,0,0.0,321.84,32,1,0.02,296.13,15,0,0.03,318.38
August,4,2:30,2,0,0.0,307.45,7,0,0.0,321.84,24,1,0.05,341.43,11,0,0.02,311.48
August,4,3:00,0,0,0.0,0.0,2,0,0.0,321.84,14,0,0.03,340.48,6,0,0.03,311.48
August,4,3:30,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,340.48,0,0,0.05,0.0
August,4,4:00,0,0,0.0,0.0,1,0,0.0,321.84,11,0,0.0,340.48,5,0,0.03,311.48
August,4,4:30,0,0,0.0,0.0,2,0,0.0,321.84,12,0,0.0,340.48,6,0,0.06,311.48
August,4,5:00,0,0,0.0,0.0,4,0,0.0,321.84,15,0,0.0,307.78,7,0,0.01,311.48
August,4,5:30,1,0,0.0,307.45,5,0,0.0,321.84,18,0,0.01,271.64,7,0,0.0,311.48
August,4,6:00,3,0,0.0,307.45,7,0,0.0,321.84,29,0,0.0,267.44,14,0,0.0,311.48
August,4,6:30,9,1,0.15,307.45,24,5,0.22,351.13,71,1,0.01,286.35,34,0,0.01,257.0
August,4,7:00,15,0,0.0,231.6,36,0,0.0,280.31,100,0,0.0,258.75,46,0,0.0,275.5
August,4,7:30,27,0,0.01,321.06,62,1,0.02,284.43,162,0,0.0,260.06,75,0,0.01,270.59
August,4,8:00,58,0,0.01,285.05,104,0,0.0,282.15,280,0,0.0,292.13,129,0,0.0,269.65
August,4,8:30,93,1,0.01,306.61,164,2,0.01,299.09,425,1,0.0,300.23,197,2,0.01,286.38
August,4,9:00,140,1,0.0,299.82,252,0,0.0,305.91,616,2,0.0,312.12,299,1,0.0,292.17
August,4,9:30,182,1,0.01,318.58,317,1,0.0,319.82,779,8,0.01,323.78,372,7,0.02,304.59
August,5,0:00,6,0,0.0,289.73,43,0,0.0,304.83,85,0,0.0,328.07,53,0,0.01,313.71
August,5,0:30,5,0,0.0,289.73,28,0,0.0,310.65,62,0,0.0,336.74,37,0,0.0,334.47
August,5,10:00,195,1,0.0,315.16,336,1,0.0,314.91,837,3,0.0,325.41,428,2,0.01,306.57
August,5,10:30,218,0,0.0,313.9,385,5,0.01,327.72,936,10,0.01,334.18,476,8,0.02,306.9
August,5,11:00,231,1,0.0,317.36,424,2,0.0,331.92,1002,4,0.0,337.2,513,6,0.01,323.16
August,5,11:30,242,1,0.0,319.95,458,3,0.01,332.57,1046,5,0.0,340.4,545,6,0.01,317.52
August,5,12:00,249,1,0.0,320.76,486,1,0.0,340.8,1067,8,0.01,340.21,562,3,0.01,317.95
August,5,12:30,249,1,0.01,312.05,505,3,0.01,341.63,1062,18,0.02,343.84,565,9,0.02,321.74
August,5,13:00,251,0,0.0,316.06,520,3,0.01,341.35,1063,3,0.0,343.56,564,7,0.01,318.68
August,5,13:30,251,0,0.0,325.85,527,4,0.01,339.4,1065,9,0.01,345.99,529,5,0.01,325.22
August,5,14:00,261,0,0.0,317.73,552,3,0.0,333.79,1093,4,0.0,346.4,547,7,0.01,323.6
August,5,14:30,261,1,0.0,319.42,561,2,0.0,342.74,1095,7,0.01,350.13,542,6,0.01,325.52
August,5,15:00,259,0,0.0,321.41,559,1,0.0,334.21,1082,2,0.0,349.72,540,4,0.01,324.01
August,5,15:30,255,1,0.0,320.54,544,1,0.0,339.49,1063,2,0.0,350.65,536,6,0.01,320.81
August,5,16:00,259,1,0.0,329.4,542,1,0.0,346.05,1051,2,0.0,350.86,539,2,0.0,324.32
August,5,16:30,240,0,0.0,330.67,522,1,0.0,344.23,1011,2,0.0,348.68,517,2,0.0,326.96
August,5,17:00,218,0,0.0,321.51,494,2,0.0,347.53,953,3,0.0,352.12,479,1,0.0,327.32
August,5,17:30,193,0,0.0,317.35,473,2,0.0,348.62,896,3,0.0,348.02,457,1,0.0,326.48
August,5,18:00,169,0,0.0,324.02,441,2,0.0,342.35,829,5,0.01,347.42,425,2,0.01,328.24
August,5,18:30,142,1,0.0,320.3,397,1,0.0,338.37,726,5,0.01,345.89,377,1,0.0,329.5
August,5,19:00,106,0,0.0,335.36,351,2,0.01,337.38,649,4,0.01,347.91,337,2,0.01,321.38
August,5,19:30,83,0,0.0,319.88,314,1,0.0,338.76,572,3,0.01,341.88,302,4,0.01,330.18
August,5,1:00,4,0,0.0,289.73,18,0,0.0,318.45,50,0,0.0,339.27,30,0,0.0,357.48
August,5,1:30,3,0,0.0,289.73,12,0,0.0,316.47,40,0,0.01,300.08,22,0,0.01,340.92
August,5,20:00,67,1,0.02,333.67,275,3,0.01,331.95,500,4,0.01,346.69,265,5,0.02,326.85
August,5,20:30,59,2,0.03,319.08,241,3,0.01,324.8,440,2,0.0,345.7,233,2,0.01,314.7
August,5,21:00,44,1,0.02,319.71,197,1,0.01,326.02,362,0,0.0,340.09,190,2,0.01,321.5
August,5,21:30,35,0,0.0,309.84,163,1,0.0,326.29,299,0,0.0,340.61,163,1,0.01,334.03
August,5,22:00,27,0,0.0,295.93,132,1,0.01,331.18,247,1,0.01,336.67,142,1,0.0,336.96
August,5,22:30,20,3,0.16,289.59,106,1,0.01,312.48,198,1,0.0,334.79,118,1,0.01,325.22
August,5,23:00,14,1,0.05,289.73,81,0,0.0,311.71,153,0,0.0,328.92,92,0,0.0,330.89
August,5,23:30,10,0,0.0,289.73,61,0,0.01,298.44,117,0,0.0,325.35,73,0,0.01,325.46
August,5,2:00,2,0,0.0,289.73,8,0,0.0,316.47,32,0,0.0,296.7,17,0,0.03,319.69
August,5,2:30,2,0,0.0,289.73,5,0,0.0,316.47,25,0,0.0,264.26,12,0,0.0,307.34
August,5,3:00,0,0,0.0,0.0,2,0,0.0,316.47,14,0,0.02,320.13,5,0,0.0,307.34
August,5,3:30,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0.0,320.13,0,0,0.0,0.0
August,5,4:00,0,0,0.0,0.0,0,0,0.0,0.0,10,0,0.01,320.13,2,0,0.0,307.34
August,5,4:30,0,0,0.0,0.0,2,0,0.0,316.47,12,0,0.0,320.13,3,0,0.0,307.34
August,5,5:00,0,0,0.0,0.0,3,0,0.0,316.47,15,0,0.0,303.47,4,0,0.0,307.34
August,5,5:30,1,0,0.0,289.73,4,0,0.0,316.47,18,0,0.01,321.52,5,0,0.0,307.34
August,5,6:00,2,0,0.0,289.73,7,0,0.0,316.47,30,0,0.01,252.75,14,0,0.0,307.34
August,5,6:30,9,1,0.09,289.73,24,5,0.22,312.89,70,1,0.01,249.22,34,0,0.01,252.66
August,5,7:00,14,0,0.02,289.73,35,0,0.01,268.73,99,0,0.0,268.71,48,0,0.0,281.42
August,5,7:30,26,0,0.01,317.67,58,1,0.01,293.95,158,1,0.0,270.8,80,0,0.0,279.21
August,5,8:00,54,0,0.0,273.35,99,1,0.01,276.42,266,0,0.0,295.41,131,1,0.0,283.27
August,5,8:30,84,1,0.01,297.42,154,1,0.01,305.56,392,0,0.0,306.61,196,0,0.0,291.84
August,5,9:00,125,1,0.01,317.56,230,0,0.0,302.62,570,1,0.0,314.52,287,0,0.0,294.79
August,5,9:30,166,1,0.01,320.54,288,1,0.01,320.84,713,4,0.01,322.94,359,2,0.01,301.05
August,6,0:00,5,0,0.0,328.12,41,0,0.0,307.11,81,0,0.0,337.57,47,0,0.0,322.06
August,6,0:30,4,0,0.0,328.12,27,0,0.0,295.26,59,0,0.0,329.08,33,0,0.0,356.22
August,6,10:00,165,1,0.0,310.52,311,2,0.01,318.27,816,2,0.0,321.54,396,5,0.01,306.3
