Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,17:00,216,1,0.01,329.9,562,5,0.01,347.43,930,6,0.01,345.23,490,4,0.01,331.66
August,1,17:30,190,1,0.01,326.94,513,4,0.01,351.64,910,6,0.01,347.62,450,7,0.02,322.61
August,1,18:00,166,1,0.0,321.56,448,6,0.01,353.34,820,7,0.01,349.01,406,2,0.01,318.28
August,1,18:30,136,1,0.01,344.14,391,3,0.01,340.3,744,3,0.0,347.62,358,4,0.01,316.22
August,1,19:00,98,0,0.0,345.79,360,6,0.02,344.48,655,6,0.01,341.64,317,5,0.02,320.23
August,1,19:30,74,0,0.0,325.71,312,2,0.01,331.57,575,5,0.01,347.54,283,7,0.02,323.18
August,1,1:00,4,0,0.0,328.23,15,0,0.02,362.1,45,1,0.01,334.89,25,0,0.0,353.5
August,1,1:30,3,0,0.0,328.23,9,0,0.02,362.1,31,0,0.0,310.34,18,0,0.02,326.6
August,1,20:00,57,0,0.01,338.52,286,3,0.01,339.38,491,9,0.02,343.38,242,7,0.03,318.03
August,1,20:30,45,1,0.02,310.19,257,3,0.01,343.71,421,3,0.01,336.24,214,2,0.01,311.51
August,1,21:00,33,1,0.02,326.42,205,2,0.01,337.17,349,1,0.0,340.79,175,10,0.06,325.73
August,1,21:30,25,0,0.0,325.22,169,2,0.01,325.88,286,1,0.0,338.29,155,6,0.04,324.55
August,1,22:00,22,0,0.0,323.85,128,0,0.0,334.38,233,1,0.0,340.94,125,1,0.01,316.26
August,1,22:30,16,3,0.17,328.23,104,0,0.0,314.25,183,0,0.0,336.92,101,1,0.01,308.24
August,1,23:00,13,1,0.1,328.23,77,0,0.0,329.93,140,0,0.0,326.12,79,0,0.0,305.29
August,1,23:30,10,1,0.07,328.23,62,0,0.01,327.13,111,0,0.0,311.8,61,0,0.0,308.23
August,1,2:00,2,0,0.0,328.23,6,0,0.0,362.1,20,0,0.02,328.3,12,0,0.03,326.6
August,1,2:30,2,0,0.0,328.23,5,0,0.0,362.1,20,1,0.03,340.42,9,0,0.01,326.6
August,1,3:00,1,0,0.0,328.23,5,0,0.0,362.1,15,0,0.03,348.75,4,0,0.08,326.6
August,1,3:30,2,0,0.0,328.23,5,0,0.0,362.1,17,0,0.0,348.75,2,0,0.0,326.6
August,1,4:00,2,0,0.0,328.23,4,0,0.0,362.1,14,0,0.01,348.75,1,0,0.0,326.6
August,1,4:30,1,0,0.0,328.23,4,0,0.0,362.1,17,0,0.01,348.75,1,0,0.0,326.6
August,1,5:00,2,0,0.0,328.23,4,0,0.0,362.1,20,0,0.01,313.89,2,0,0.0,326.6
August,1,5:30,2,0,0.0,328.23,4,0,0.0,362.1,25,0,0.01,334.15,4,0,0.0,326.6
August,1,6:00,4,0,0.03,328.23,7,1,0.17,362.1,43,0,0.0,300.53,14,0,0.01,326.6
August,1,6:30,6,3,0.46,328.23,13,10,0.74,362.1,70,2,0.03,282.56,29,3,0.09,276.39
August,1,7:00,13,3,0.21,328.23,38,1,0.01,282.21,118,1,0.01,287.28,50,1,0.01,274.11
August,1,7:30,23,3,0.14,344.15,65,2,0.04,297.01,193,3,0.02,282.52,84,1,0.01,292.63
August,1,8:00,54,0,0.0,290.85,119,0,0.0,294.44,328,2,0.0,298.98,144,1,0.01,281.3
August,1,8:30,92,0,0.0,297.51,168,1,0.01,314.02,464,2,0.0,315.11,201,4,0.02,296.95
August,1,9:00,131,0,0.0,311.34,241,2,0.01,324.15,636,2,0.0,319.91,272,2,0.01,295.49
August,1,9:30,167,1,0.01,313.69,300,2,0.01,328.0,796,5,0.01,313.61,339,7,0.02,309.06
August,2,0:00,7,0,0.04,316.72,46,1,0.02,304.59,73,1,0.01,326.43,44,0,0.0,311.85
August,2,0:30,6,0,0.0,316.72,30,0,0.0,328.94,57,0,0.0,327.35,31,0,0.0,320.28
August,2,10:00,121,1,0.01,297.88,249,3,0.01,316.41,562,2,0.0,317.68,237,3,0.01,301.1
August,2,10:30,146,0,0.0,296.69,289,8,0.03,325.08,632,3,0.01,327.77,274,8,0.03,302.45
August,2,11:00,166,1,0.01,303.57,331,3,0.01,326.89,684,4,0.01,329.51,309,5,0.01,309.19
August,2,11:30,170,2,0.01,299.79,372,7,0.02,331.2,703,10,0.01,334.66,328,3,0.01,310.37
August,2,12:00,182,3,0.01,303.79,388,4,0.01,327.74,716,6,0.01,335.54,364,2,0.01,315.13
August,2,12:30,182,5,0.03,305.67,408,8,0.02,329.16,725,8,0.01,334.35,377,7,0.02,309.49
August,2,13:00,177,1,0.01,307.21,429,11,0.03,330.43,716,5,0.01,337.07,378,6,0.02,316.19
August,2,13:30,175,0,0.0,310.81,449,13,0.03,326.86,716,11,0.02,335.95,381,7,0.02,312.76
August,2,14:00,168,1,0.01,313.12,455,18,0.04,332.85,711,9,0.01,337.3,377,4,0.01,310.79
August,2,14:30,169,2,0.01,309.6,448,12,0.03,337.42,701,4,0.01,333.67,384,12,0.03,318.02
August,2,15:00,166,1,0.0,308.98,417,5,0.01,329.73,672,0,0.0,340.45,371,4,0.01,306.01
August,2,15:30,167,1,0.0,312.87,407,4,0.01,325.27,649,1,0.0,337.71,355,3,0.01,306.11
August,2,16:00,170,1,0.0,323.75,401,3,0.01,335.83,623,1,0.0,337.84,340,3,0.01,316.96
August,2,16:30,157,0,0.0,299.6,380,3,0.01,340.61,582,1,0.0,337.1,316,1,0.0,311.54
August,2,17:00,146,3,0.02,310.16,365,2,0.0,335.06,547,1,0.0,338.41,296,2,0.01,312.96
August,2,17:30,134,1,0.01,316.13,341,3,0.01,337.59,523,1,0.0,335.72,281,1,0.0,314.35
August,2,18:00,125,1,0.01,320.79,312,6,0.02,343.9,494,2,0.0,334.3,261,1,0.0,313.83
August,2,18:30,106,1,0.01,327.79,287,4,0.02,335.51,451,2,0.0,340.92,233,0,0.0,326.35
August,2,19:00,84,0,0.0,320.15,255,4,0.02,335.04,408,3,0.01,333.42,218,1,0.0,321.46
August,2,19:30,65,0,0.01,326.37,229,2,0.01,323.86,364,6,0.02,331.76,195,1,0.0,324.61
August,2,1:00,4,0,0.02,316.72,15,1,0.06,351.69,43,0,0.01,319.81,25,0,0.0,325.73
August,2,1:30,2,0,0.04,316.72,8,0,0.01,351.69,35,0,0.01,327.2,18,0,0.01,336.76
August,2,20:00,52,1,0.01,300.26,200,8,0.04,325.25,325,3,0.01,337.6,170,1,0.01,312.04
August,2,20:30,41,1,0.03,282.99,172,2,0.01,316.23,278,1,0.0,332.5,153,1,0.01,305.68
August,2,21:00,30,1,0.03,298.5,140,3,0.02,317.55,233,1,0.01,333.71,131,3,0.02,310.81
August,2,21:30,23,0,0.01,300.28,122,1,0.01,320.95,191,0,0.0,334.43,110,0,0.0,317.27
August,2,22:00,16,0,0.0,316.72,103,1,0.01,312.01,159,0,0.0,325.81,93,0,0.0,303.9
August,2,22:30,12,1,0.06,316.72,85,1,0.01,322.42,133,0,0.0,326.81,77,0,0.0,309.36
August,2,23:00,10,1,0.07,316.72,66,1,0.02,301.77,103,0,0.0,317.63,65,0,0.0,308.83
August,2,23:30,7,0,0.0,316.72,53,0,0.01,309.61,88,0,0.0,318.12,52,0,0.01,295.26
August,2,2:00,2,0,0.0,316.72,6,0,0.0,351.69,23,0,0.02,318.0,13,0,0.01,336.76
August,2,2:30,2,0,0.0,316.72,4,0,0.0,351.69,17,0,0.0,346.33,7,0,0.0,336.76
August,2,3:00,1,0,0.0,316.72,4,0,0.0,351.69,13,0,0.02,346.33,3,0,0.0,336.76
August,2,3:30,1,0,0.0,316.72,4,0,0.0,351.69,13,0,0.0,346.33,1,0,0.0,336.76
August,2,4:00,1,0,0.0,316.72,3,0,0.0,351.69,12,0,0.0,346.33,0,0,0.0,0.0
August,2,4:30,1,0,0.0,316.72,2,0,0.0,351.69,12,0,0.01,346.33,0,0,0.0,0.0
August,2,5:00,1,0,0.0,316.72,3,0,0.0,351.69,13,0,0.0,346.33,1,0,0.0,336.76
August,2,5:30,1,0,0.0,316.72,4,0,0.0,351.69,16,0,0.0,346.33,2,0,0.0,336.76
August,2,6:00,2,0,0.0,316.72,5,0,0.0,351.69,23,0,0.0,290.08,9,0,0.0,336.76
August,2,6:30,4,0,0.12,316.72,10,2,0.24,351.69,41,0,0.01,285.94,16,1,0.04,336.76
August,2,7:00,9,0,0.05,316.72,15,0,0.01,351.69,71,0,0.01,282.09,30,0,0.01,274.48
August,2,7:30,17,1,0.06,316.72,25,0,0.0,319.72,115,1,0.01,279.65,46,1,0.02,297.2
August,2,8:00,38,0,0.01,265.62,46,0,0.01,304.6,192,1,0.0,289.06,76,0,0.0,293.17
August,2,8:30,61,0,0.0,288.5,71,1,0.02,315.43,274,1,0.0,307.34,111,1,0.01,288.32
August,2,9:00,84,0,0.0,287.11,145,1,0.01,298.08,375,2,0.0,303.96,160,1,0.01,295.51
August,2,9:30,102,1,0.01,283.51,198,2,0.01,315.06,458,8,0.02,319.49,200,3,0.01,289.92
August,3,0:00,4,0,0.05,331.61,35,1,0.03,299.55,60,0,0.01,297.4,39,0,0.0,288.97
August,3,0:30,4,0,0.11,331.61,27,1,0.03,272.07,45,0,0.0,330.09,28,0,0.0,300.22
August,3,10:00,28,0,0.0,298.14,123,0,0.0,305.07,256,1,0.0,301.64,137,2,0.01,299.81
August,3,10:30,38,0,0.0,290.36,142,1,0.01,321.85,321,1,0.0,306.74,167,8,0.05,312.57
August,3,11:00,37,0,0.0,289.17,156,0,0.0,314.48,355,1,0.0,313.77,186,3,0.01,301.93
August,3,11:30,43,0,0.0,304.56,184,2,0.01,310.11,396,2,0.0,319.19,199,2,0.01,308.45
August,3,12:00,59,0,0.0,291.88,206,1,0.0,306.23,460,0,0.0,316.91,213,1,0.01,301.28
August,3,12:30,72,1,0.01,297.07,232,4,0.02,315.47,470,2,0.0,316.98,215,1,0.01,299.65
August,3,13:00,89,2,0.03,302.43,258,2,0.01,307.0,490,3,0.01,326.89,222,3,0.02,305.67
August,3,13:30,96,1,0.01,293.82,273,3,0.01,311.76,489,7,0.01,322.78,232,2,0.01,305.68
August,3,14:00,99,1,0.01,304.97,297,2,0.01,318.79,491,3,0.01,330.33,231,1,0.0,304.63
August,3,14:30,99,2,0.02,308.97,291,1,0.0,316.05,487,1,0.0,323.7,238,3,0.01,307.46
August,3,15:00,94,1,0.02,307.81,303,0,0.0,316.28,483,0,0.0,330.34,233,0,0.0,312.53
August,3,15:30,95,2,0.02,302.75,313,1,0.0,315.2,472,1,0.0,326.62,233,3,0.01,304.07
August,3,16:00,86,0,0.0,306.94,306,1,0.0,310.09,468,1,0.0,323.5,218,1,0.01,314.89
August,3,16:30,73,0,0.0,288.0,289,0,0.0,307.9,456,2,0.0,327.18,216,2,0.01,310.5
August,3,17:00,62,0,0.0,294.44,281,2,0.01,320.44,429,1,0.0,328.16,208,1,0.0,315.59
August,3,17:30,58,0,0.01,283.56,262,2,0.01,318.59,401,0,0.0,320.11,199,1,0.0,309.36
August,3,18:00,47,0,0.0,304.96,245,1,0.0,312.85,362,0,0.0,328.02,186,1,0.01,308.29
August,3,18:30,41,0,0.0,298.29,220,2,0.01,317.87,337,1,0.0,327.15,175,1,0.0,308.39
August,3,19:00,34,0,0.0,298.43,197,1,0.01,302.72,302,0,0.0,324.16,158,0,0.0,304.33
August,3,19:30,30,0,0.0,289.21,176,1,0.0,320.52,276,1,0.0,328.17,155,0,0.0,320.99
August,3,1:00,2,0,0.05,331.61,14,0,0.0,348.61,34,1,0.02,302.3,21,0,0.0,316.15
August,3,1:30,2,0,0.0,331.61,9,0,0.0,348.61,27,0,0.0,279.34,18,0,0.0,329.76
August,3,20:00,26,0,0.0,303.91,153,0,0.0,313.39,249,0,0.0,326.13,140,1,0.01,318.68
August,3,20:30,22,0,0.01,304.12,138,0,0.0,311.27,225,0,0.0,324.28,124,0,0.0,302.57
August,3,21:00,21,0,0.02,286.76,121,0,0.0,309.56,198,0,0.0,318.85,105,1,0.01,309.95
August,3,21:30,17,0,0.0,331.61,97,1,0.01,318.09,170,0,0.0,312.81,90,0,0.0,313.38
August,3,22:00,16,0,0.0,331.61,66,0,0.0,327.43,147,0,0.0,324.37,79,1,0.01,319.27
August,3,22:30,14,1,0.11,331.61,50,0,0.0,308.49,128,1,0.01,316.27,68,0,0.01,310.37
August,3,23:00,9,0,0.04,331.61,42,0,0.0,273.92,102,0,0.0,318.81,56,0,0.0,315.01
August,3,23:30,7,0,0.02,331.61,35,0,0.0,277.81,85,0,0.0,309.79,49,1,0.01,329.67
August,3,2:00,1,0,0.0,331.61,6,0,0.0,348.61,22,0,0.01,321.36,13,0,0.0,329.76
August,3,2:30,1,0,0.0,331.61,4,0,0.0,348.61,16,0,0.0,342.93,9,0,0.0,329.76
August,3,3:00,1,0,0.0,331.61,4,0,0.0,348.61,14,0,0.03,342.93,3,0,0.04,329.76
August,3,3:30,1,0,0.0,331.61,3,0,0.0,348.61,10,0,0.0,342.93,1,0,0.0,329.76
August,3,4:00,1,0,0.0,331.61,2,0,0.0,348.61,10,0,0.0,342.93,0,0,0.0,0.0
August,3,4:30,1,0,0.0,331.61,2,0,0.0,348.61,9,0,0.0,342.93,0,0,0.0,0.0
August,3,5:00,1,0,0.0,331.61,2,0,0.0,348.61,11,0,0.0,342.93,1,0,0.0,329.76
August,3,5:30,2,0,0.0,331.61,3,0,0.0,348.61,12,0,0.0,342.93,2,0,0.0,329.76
August,3,6:00,2,0,0.0,331.61,3,0,0.0,348.61,19,0,0.0,342.93,6,0,0.0,329.76
August,3,6:30,2,0,0.0,331.61,5,0,0.0,348.61,27,0,0.02,275.07,11,0,0.01,329.76
August,3,7:00,5,0,0.0,331.61,9,0,0.0,348.61,39,0,0.0,275.88,19,0,0.0,329.76
August,3,7:30,7,0,0.0,331.61,13,0,0.0,348.61,57,0,0.0,277.01,32,0,0.01,302.82
August,3,8:00,12,0,0.01,331.61,24,0,0.0,282.02,89,0,0.0,291.52,50,0,0.01,288.4
August,3,8:30,15,0,0.0,331.61,38,0,0.0,309.83,123,0,0.0,300.0,69,0,0.0,308.24
August,3,9:00,21,0,0.0,253.89,76,0,0.0,306.73,162,0,0.0,303.56,97,1,0.01,301.1
August,3,9:30,26,0,0.0,307.62,100,0,0.0,311.35,208,0,0.0,302.73,117,0,0.0,286.7
August,4,0:00,6,0,0.0,307.45,27,0,0.01,343.85,65,0,0.01,321.41,38,0,0.0,304.19
August,4,0:30,3,0,0.0,307.45,19,0,0.0,321.84,47,0,0.0,312.49,26,0,0.0,322.6
August,4,10:00,232,1,0.0,318.28,384,2,0.01,327.03,914,8,0.01,329.56,429,5,0.01,312.01
August,4,10:30,254,1,0.0,309.41,433,10,0.02,334.55,1018,16,0.02,336.97,485,12,0.02,314.97
August,4,11:00,249,0,0.0,317.63,480,4,0.01,335.86,1103,6,0.01,343.85,521,5,0.01,318.54
August,4,11:30,239,0,0.0,325.58,512,7,0.01,337.35,1135,12,0.01,346.57,544,7,0.01,318.9
August,4,12:00,235,1,0.0,314.83,553,4,0.01,334.1,1168,13,0.01,345.53,579,10,0.02,321.68
August,4,12:30,240,1,0.0,312.83,572,8,0.01,340.3,1173,16,0.01,347.0,585,12,0.02,321.09
August,4,13:00,242,1,0.0,309.53,593,4,0.01,340.08,1165,8,0.01,349.57,587,7,0.01,322.21
August,4,13:30,240,1,0.0,322.5,605,10,0.02,334.81,1162,13,0.01,352.77,591,5,0.01,319.61
August,4,14:00,244,1,0.0,321.1,628,5,0.01,333.8,1183,10,0.01,355.16,612,5,0.01,316.51
August,4,14:30,256,3,0.01,322.13,632,5,0.01,335.96,1190,26,0.02,353.11,623,10,0.02,323.85
August,4,15:00,268,1,0.0,317.82,634,3,0.0,337.82,1201,10,0.01,352.9,624,4,0.01,323.91
August,4,15:30,280,2,0.01,323.98,634,2,0.0,339.45,1185,4,0.0,355.73,617,6,0.01,325.93
August,4,16:00,270,0,0.0,331.18,632,2,0.0,338.21,1185,3,0.0,353.07,623,2,0.0,329.25
August,4,16:30,258,0,0.0,322.5,611,4,0.01,346.43,1144,3,0.0,354.17,603,5,0.01,331.8
August,4,17:00,231,1,0.0,323.97,546,2,0.0,340.87,1087,4,0.0,351.12,577,2,0.0,333.4
August,4,17:30,199,1,0.0,319.25,478,1,0.0,344.9,1002,4,0.0,354.26,534,4,0.01,327.48
August,4,18:00,166,0,0.0,311.68,428,2,0.0,343.07,928,9,0.01,351.38,490,2,0.0,329.45
August,4,18:30,141,1,0.0,329.83,394,4,0.01,338.2,824,4,0.0,353.49,435,1,0.0,330.2
August,4,19:00,100,0,0.0,327.62,353,3,0.01,346.56,728,5,0.01,356.36,397,2,0.01,318.84
August,4,19:30,79,1,0.01,328.4,329,2,0.01,333.0,653,6,0.01,353.94,360,8,0.02,329.77
August,4,1:00,2,0,0.0,307.45,10,0,0.0,321.84,34,0,0.01,316.16,17,0,0.0,311.48
August,4,1:30,1,0,0.0,307.45,7,0,0.0,321.84,24,0,0.01,328.56,14,0,0.0,311.48
August,4,20:00,62,1,0.01,320.09,314,4,0.01,332.89,570,6,0.01,355.79,315,6,0.02,319.68
August,4,20:30,49,1,0.02,323.34,259,2,0.01,325.69,480,1,0.0,346.78,270,2,0.01,321.07
August,4,21:00,42,1,0.03,324.9,213,2,0.01,328.35,400,1,0.0,350.03,226,3,0.01,324.65
August,4,21:30,32,1,0.03,319.01,164,0,0.0,332.47,338,0,0.0,342.35,184,1,0.0,332.33
August,4,22:00,25,0,0.0,321.62,135,0,0.0,319.5,266,1,0.0,336.69,152,1,0.01,322.93
August,4,22:30,18,3,0.16,307.45,106,0,0.0,313.46,210,0,0.0,330.36,126,0,0.0,321.95
August,4,23:00,16,0,0.02,307.45,79,0,0.0,303.74,160,0,0.0,325.38,99,1,0.01,330.33
August,4,23:30,10,0,0.0,307.45,57,0,0.0,300.86,118,0,0.0,339.18,71,0,0.0,316.7
August,4,2:00,2,0,0.0,307.45,6,0,0.0,321.84,17,0,0.02,340.48,10,0,0.03,311.48
August,4,2:30,1,0,0.0,307.45,5,0,0.0,321.84,14,1,0.05,340.48,9,0,0.02,311.48
August,4,3:00,1,0,0.0,307.45,3,0,0.0,321.84,12,0,0.03,340.48,6,0,0.03,311.48
August,4,3:30,1,0,0.0,307.45,2,0,0.0,321.84,10,0,0.0,340.48,5,0,0.05,311.48
August,4,4:00,1,0,0.0,307.45,2,0,0.0,321.84,10,0,0.0,340.48,5,0,0.03,311.48
August,4,4:30,1,0,0.0,307.45,2,0,0.0,321.84,10,0,0.0,340.48,5,0,0.06,311.48
August,4,5:00,1,0,0.0,307.45,2,0,0.0,321.84,12,0,0.0,340.48,5,0,0.01,311.48
August,4,5:30,2,0,0.0,307.45,4,0,0.0,321.84,17,0,0.01,340.48,6,0,0.0,311.48
August,4,6:00,3,0,0.0,307.45,5,0,0.0,321.84,28,0,0.0,279.61,13,0,0.0,311.48
August,4,6:30,4,1,0.15,307.45,10,2,0.22,321.84,48,0,0.01,295.37,22,0,0.01,266.08
August,4,7:00,10,0,0.0,307.45,28,0,0.0,287.23,88,0,0.0,272.37,39,0,0.0,281.5
August,4,7:30,21,0,0.01,318.79,50,1,0.02,290.66,150,0,0.0,273.46,65,0,0.01,277.4
August,4,8:00,55,0,0.01,288.78,97,0,0.0,288.77,275,0,0.0,300.19,124,0,0.0,276.62
August,4,8:30,96,1,0.01,306.75,154,2,0.01,302.88,425,1,0.0,306.94,191,2,0.01,290.56
August,4,9:00,146,1,0.0,301.09,235,0,0.0,308.56,599,2,0.0,316.85,288,1,0.0,295.39
August,4,9:30,195,1,0.01,316.73,304,1,0.0,320.16,768,8,0.01,326.56,358,7,0.02,305.74
August,5,0:00,6,0,0.0,289.73,40,0,0.0,306.77,81,0,0.0,326.75,54,1,0.01,312.65
August,5,0:30,5,0,0.0,289.73,28,0,0.0,311.62,59,0,0.0,333.97,39,0,0.0,329.95
August,5,10:00,197,1,0.0,310.92,332,1,0.0,315.17,828,3,0.0,324.53,438,2,0.01,306.7
August,5,10:30,218,0,0.0,309.87,373,5,0.01,325.84,923,10,0.01,331.84,483,8,0.02,306.97
August,5,11:00,233,1,0.0,312.76,415,2,0.0,329.34,988,4,0.0,334.35,520,6,0.01,320.52
August,5,11:30,247,1,0.0,314.91,445,3,0.01,329.88,1031,5,0.0,337.03,559,6,0.01,315.83
August,5,12:00,252,1,0.0,315.59,468,1,0.0,336.75,1040,8,0.01,336.87,574,3,0.01,316.19
August,5,12:30,250,1,0.01,308.33,486,3,0.01,337.44,1043,18,0.02,339.88,580,9,0.02,319.34
August,5,13:00,252,0,0.0,311.68,506,3,0.01,337.21,1045,3,0.0,339.65,574,7,0.01,316.79
August,5,13:30,249,0,0.0,319.83,516,4,0.01,335.58,1043,9,0.01,341.68,503,4,0.01,322.24
August,5,14:00,262,0,0.0,313.06,546,3,0.0,330.9,1068,4,0.0,342.03,521,7,0.01,320.89
August,5,14:30,261,1,0.0,314.47,557,2,0.0,338.36,1069,7,0.01,345.13,507,6,0.01,322.49
August,5,15:00,259,0,0.0,316.13,558,1,0.0,331.25,1057,2,0.0,344.79,510,3,0.01,321.23
August,5,15:30,258,1,0.0,315.4,541,1,0.0,335.66,1048,2,0.0,345.56,515,5,0.01,318.56
August,5,16:00,265,1,0.0,322.79,536,1,0.0,341.12,1023,2,0.0,345.74,520,2,0.0,321.49
August,5,16:30,248,0,0.0,323.85,518,1,0.0,339.6,1008,2,0.0,343.92,504,2,0.0,323.69
August,5,17:00,223,0,0.0,316.21,494,2,0.0,342.35,957,3,0.0,346.78,461,1,0.0,323.99
August,5,17:30,190,0,0.0,312.74,473,2,0.0,343.27,899,3,0.0,343.37,439,1,0.0,323.29
August,5,18:00,162,0,0.0,318.31,444,2,0.0,338.04,831,5,0.01,342.87,407,2,0.01,324.76
August,5,18:30,136,1,0.0,315.2,405,1,0.0,334.72,726,5,0.01,341.59,361,1,0.0,325.81
August,5,19:00,95,0,0.0,327.76,361,2,0.01,333.9,656,4,0.01,343.28,328,2,0.01,319.04
August,5,19:30,70,0,0.0,314.86,325,1,0.0,335.05,574,3,0.01,338.25,296,4,0.01,326.37
August,5,1:00,3,0,0.0,289.73,14,0,0.0,316.47,42,0,0.0,336.08,30,0,0.0,349.13
August,5,1:30,2,0,0.0,289.73,8,0,0.0,316.47,30,0,0.01,303.42,21,0,0.01,335.32
August,5,20:00,54,1,0.02,326.34,282,3,0.01,329.37,491,4,0.01,342.26,260,5,0.02,323.6
August,5,20:30,51,1,0.03,314.19,244,3,0.01,323.42,432,2,0.0,341.44,227,2,0.01,313.48
August,5,21:00,37,1,0.02,314.71,199,1,0.01,324.43,363,0,0.0,336.77,185,2,0.01,319.14
August,5,21:30,29,0,0.0,306.48,164,1,0.0,324.66,299,0,0.0,337.2,163,1,0.01,329.58
August,5,22:00,22,0,0.0,294.9,133,1,0.01,328.73,249,1,0.01,333.92,147,1,0.0,332.03
August,5,22:30,15,2,0.16,289.73,105,1,0.01,313.14,195,1,0.0,332.35,122,1,0.01,322.24
August,5,23:00,12,1,0.05,289.73,79,0,0.0,312.51,148,0,0.0,327.46,95,0,0.0,326.96
August,5,23:30,8,0,0.0,289.73,57,0,0.01,301.45,110,0,0.0,324.48,75,0,0.01,322.44
August,5,2:00,2,0,0.0,289.73,5,0,0.0,316.47,22,0,0.0,300.61,14,0,0.03,307.34
August,5,2:30,1,0,0.0,289.73,4,0,0.0,316.47,20,0,0.0,273.57,10,0,0.0,307.34
August,5,3:00,1,0,0.0,289.73,3,0,0.0,316.47,14,0,0.02,320.13,4,0,0.0,307.34
August,5,3:30,1,0,0.0,289.73,2,0,0.0,316.47,13,0,0.0,320.13,1,0,0.0,307.34
August,5,4:00,1,0,0.0,289.73,2,0,0.0,316.47,11,0,0.01,320.13,0,0,0.0,0.0
August,5,4:30,1,0,0.0,289.73,2,0,0.0,316.47,11,0,0.0,320.13,0,0,0.0,0.0
August,5,5:00,1,0,0.0,289.73,2,0,0.0,316.47,13,0,0.0,320.13,1,0,0.0,307.34
August,5,5:30,2,0,0.0,289.73,4,0,0.0,316.47,18,0,0.01,320.13,3,0,0.0,307.34
August,5,6:00,3,0,0.0,289.73,6,0,0.0,316.47,32,0,0.01,263.98,15,0,0.0,307.34
August,5,6:30,5,0,0.09,289.73,12,3,0.22,316.47,53,1,0.01,261.04,26,0,0.01,261.78
August,5,7:00,10,0,0.02,289.73,30,0,0.01,276.69,96,0,0.0,277.28,48,0,0.0,285.74
August,5,7:30,20,0,0.01,313.01,50,1,0.01,297.7,156,1,0.0,279.02,83,0,0.0,283.9
August,5,8:00,48,0,0.0,276.08,96,1,0.01,283.1,272,0,0.0,299.53,139,1,0.0,287.28
August,5,8:30,82,1,0.01,296.14,150,1,0.01,307.38,397,0,0.0,308.86,206,0,0.0,294.42
August,5,9:00,121,1,0.01,312.92,214,0,0.0,304.93,563,1,0.0,315.46,293,0,0.0,296.88
August,5,9:30,167,1,0.01,315.41,274,1,0.01,320.11,707,4,0.01,322.47,366,2,0.01,302.1
August,6,0:00,5,0,0.0,328.12,38,0,0.0,315.03,78,0,0.0,340.0,46,0,0.0,323.62
August,6,0:30,3,0,0.0,328.12,27,0,0.0,305.15,58,0,0.0,332.93,33,0,0.0,352.08
August,6,10:00,166,1,0.0,313.45,308,2,0.01,324.32,826,2,0.0,326.65,389,5,0.01,310.49
