Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,2,3:30,8.193893432617188,0.0,0.024292320013046265,304.0921630859375,22.85581398010254,1.0,0.04007025435566902,305.9024353027344,72.94727325439453,1.0,0.01915966160595417,310.49896240234375,35.680274963378906,2.0,0.0590122751891613,305.7672119140625
August,2,4:00,18.193450927734375,0.0,0.026141956448554993,313.96502685546875,34.737083435058594,1.0,0.03571374714374542,308.14703369140625,133.96820068359375,3.0,0.019190741702914238,305.3629455566406,60.621826171875,3.0,0.05454861745238304,296.92181396484375
August,2,4:30,33.2525749206543,1.0,0.019008709117770195,305.73199462890625,70.6942138671875,2.0,0.035347990691661835,303.47308349609375,196.7194061279297,4.0,0.019277706742286682,306.3203125,100.17964172363281,6.0,0.05641847103834152,298.4325866699219
August,2,5:00,42.62681198120117,1.0,0.019620945677161217,304.40435791015625,96.07861328125,3.0,0.032200027257204056,302.4605712890625,236.97463989257812,4.0,0.017118461430072784,317.9996337890625,122.34713745117188,7.0,0.058203183114528656,296.4146728515625
August,2,5:30,46.515159606933594,1.0,0.014696481637656689,307.5909729003906,111.65371704101562,15.0,0.13023407757282257,305.8134460449219,267.80389404296875,5.0,0.017534630373120308,321.01422119140625,141.4164581298828,8.0,0.05680254101753235,301.46978759765625
August,2,6:00,52.77821731567383,1.0,0.019290992990136147,307.8151550292969,119.31317138671875,17.0,0.1430993378162384,307.58306884765625,289.61956787109375,6.0,0.019679700955748558,321.9069519042969,149.7996063232422,7.0,0.04890003800392151,301.2804870605469
August,2,6:30,57.82892608642578,1.0,0.021126383915543556,310.68487548828125,127.6063232421875,18.0,0.1423158496618271,309.18536376953125,314.8697509765625,7.0,0.021089745685458183,321.8519287109375,161.48190307617188,9.0,0.05542175471782684,303.38775634765625
August,2,7:00,72.76083374023438,2.0,0.021416619420051575,311.12677001953125,142.62379455566406,7.0,0.05104134976863861,308.4969787597656,352.27374267578125,7.0,0.02019478566944599,320.0755920410156,171.5127716064453,9.0,0.0514121875166893,302.44818115234375
August,2,7:30,80.59598541259766,2.0,0.020004738122224808,312.0845947265625,164.8256072998047,7.0,0.0401965007185936,310.2353210449219,366.8745422363281,7.0,0.018830470740795135,320.9147644042969,187.3842010498047,11.0,0.058823633939027786,305.78076171875
August,2,8:00,86.86032104492188,1.0,0.01680523343384266,311.79632568359375,177.07655334472656,6.0,0.035606011748313904,308.1868591308594,383.731689453125,7.0,0.01818590611219406,321.3197326660156,197.1553955078125,11.0,0.05351357161998749,305.69940185546875
August,2,8:30,88.82312774658203,2.0,0.016950182616710663,311.1075439453125,185.07537841796875,6.0,0.032417457550764084,308.7206115722656,403.13818359375,7.0,0.018381673842668533,323.1199035644531,205.4144287109375,11.0,0.054439518600702286,306.609375
August,2,9:00,88.44132995605469,2.0,0.02769901230931282,311.5361022949219,188.42587280273438,6.0,0.03234764561057091,309.6319580078125,418.1560363769531,8.0,0.018242456018924713,323.4408874511719,222.11285400390625,12.0,0.052898384630680084,307.2654724121094
August,2,9:30,85.99980926513672,2.0,0.02133171819150448,311.6602478027344,193.58984375,6.0,0.032224442809820175,309.3527526855469,413.08038330078125,8.0,0.019522706046700478,324.04815673828125,210.2336883544922,11.0,0.05386170372366905,307.51654052734375
August,2,10:00,83.51941680908203,2.0,0.02133171819150448,311.40679931640625,191.3040008544922,6.0,0.0318882130086422,312.6366271972656,394.195556640625,7.0,0.018918940797448158,325.3783874511719,198.2981719970703,11.0,0.05465097352862358,308.4355163574219
August,2,10:30,78.9404067993164,2.0,0.0211785901337862,311.51983642578125,187.4150390625,6.0,0.02994261123239994,313.6854248046875,390.56634521484375,7.0,0.01885322295129299,325.41302490234375,194.04750061035156,11.0,0.05491805821657181,309.2265319824219
August,2,11:00,77.63041687011719,2.0,0.020196720957756042,311.4212341308594,182.55999755859375,5.0,0.02849976159632206,312.8985900878906,386.9497375488281,8.0,0.020795434713363647,325.6282043457031,178.33975219726562,10.0,0.05488927662372589,309.0364074707031
August,2,11:30,76.02751159667969,2.0,0.020196720957756042,310.28436279296875,181.8536834716797,5.0,0.028265682980418205,312.21734619140625,376.58685302734375,9.0,0.02267540991306305,325.3226318359375,174.81593322753906,10.0,0.05722292140126228,308.78021240234375
August,2,12:00,76.93968200683594,2.0,0.021205363795161247,310.0037841796875,181.9668731689453,5.0,0.028265682980418205,312.5424499511719,371.9606018066406,9.0,0.022897612303495407,325.6045837402344,174.78009033203125,10.0,0.05852985009551048,308.8882751464844
August,2,12:30,78.4912109375,2.0,0.021780632436275482,310.15380859375,180.87826538085938,5.0,0.028265682980418205,312.5420227050781,369.8252258300781,9.0,0.0232602059841156,325.6045837402344,176.96444702148438,11.0,0.059571605175733566,308.7812194824219
August,2,13:00,87.51734924316406,2.0,0.02173476293683052,310.15380859375,181.32089233398438,5.0,0.028265682980418205,311.9937744140625,380.8321228027344,8.0,0.021773239597678185,325.59161376953125,186.6207733154297,11.0,0.05861092358827591,308.84088134765625
August,2,13:30,90.17979431152344,2.0,0.020965848118066788,309.8301696777344,188.2629852294922,5.0,0.028265682980418205,312.1729431152344,395.4727478027344,9.0,0.021927358582615852,325.59161376953125,194.16212463378906,11.0,0.05872289463877678,309.088623046875
August,2,14:00,101.07620239257812,3.0,0.026031842455267906,310.3228454589844,188.89498901367188,5.0,0.0281815268099308,313.0649719238281,400.4697265625,9.0,0.022282792255282402,325.2523193359375,207.7340087890625,12.0,0.0593116395175457,308.86114501953125
August,2,14:30,104.32904052734375,2.0,0.021862931549549103,310.916748046875,188.78265380859375,5.0,0.028546882793307304,310.5958251953125,434.44232177734375,10.0,0.022631699219346046,325.4696960449219,215.880615234375,13.0,0.06027231737971306,309.1009216308594
August,2,15:00,123.2837905883789,3.0,0.021527603268623352,311.0370788574219,202.7219696044922,6.0,0.028546882793307304,310.8958435058594,454.8230895996094,10.0,0.021351447328925133,325.7128601074219,220.1945343017578,14.0,0.06210478022694588,309.33074951171875
August,2,15:30,126.50477600097656,3.0,0.02018805965781212,312.3172302246094,220.9438934326172,6.0,0.02877890318632126,313.23797607421875,483.165771484375,9.0,0.019147837534546852,326.22119140625,227.22010803222656,14.0,0.06210478022694588,309.59130859375
August,2,16:00,134.86801147460938,3.0,0.02000831440091133,312.5377197265625,232.1719512939453,7.0,0.02877890318632126,313.3581848144531,504.4414367675781,9.0,0.0184840876609087,326.6012878417969,241.25479125976562,14.0,0.057990286499261856,309.5815124511719
August,2,16:30,131.78118896484375,3.0,0.02000831440091133,312.7088623046875,246.73692321777344,9.0,0.03474407270550728,315.63897705078125,541.6500854492188,10.0,0.018522195518016815,328.31475830078125,260.8357238769531,15.0,0.05879342928528786,310.0210876464844
August,2,17:00,129.38470458984375,3.0,0.023275313898921013,313.0034484863281,257.4253234863281,9.0,0.03652133047580719,318.5347900390625,535.5614013671875,11.0,0.019683007150888443,328.85791015625,264.4679260253906,15.0,0.057254403829574585,310.244140625
August,2,17:30,105.58191680908203,2.0,0.023374732583761215,314.4934387207031,254.1204376220703,11.0,0.04353493079543114,320.6744079589844,520.4384155273438,11.0,0.020558958873152733,329.2452697753906,263.80548095703125,15.0,0.0581035390496254,310.3218688964844
August,2,18:00,90.50533294677734,2.0,0.023374732583761215,314.7539978027344,241.60342407226562,11.0,0.04595334455370903,322.1140441894531,499.1171569824219,10.0,0.020126596093177795,331.5314636230469,261.48486328125,15.0,0.058400481939315796,309.9444580078125
August,2,18:30,79.52278900146484,2.0,0.0237115491181612,314.6207580566406,235.1118927001953,11.0,0.04673830047249794,322.7201843261719,407.9763488769531,8.0,0.020255113020539284,331.7391357421875,218.76678466796875,13.0,0.05771692469716072,310.5965270996094
August,2,19:00,66.3375015258789,2.0,0.0237115491181612,316.3760986328125,206.19332885742188,10.0,0.04693446680903435,322.7509460449219,368.5088806152344,7.0,0.01908266171813011,331.4329528808594,189.27377319335938,11.0,0.058559589087963104,309.92193603515625
August,2,19:30,55.863555908203125,1.0,0.0237115491181612,315.6383361816406,180.24050903320312,7.0,0.04131285846233368,320.4454650878906,337.2208251953125,6.0,0.017720704898238182,330.3460388183594,169.77389526367188,10.0,0.05887438729405403,310.4478759765625
August,2,20:00,45.56786346435547,1.0,0.028492648154497147,313.45928955078125,169.0364990234375,7.0,0.04273194074630737,310.2022399902344,305.8833312988281,5.0,0.01782677136361599,328.64447021484375,162.50680541992188,10.0,0.059112340211868286,311.00115966796875
August,2,20:30,38.5350341796875,1.0,0.02955416962504387,312.4629211425781,139.97291564941406,7.0,0.049790602177381516,310.9161071777344,246.34193420410156,4.0,0.016962995752692223,328.76422119140625,136.01962280273438,8.0,0.05992873013019562,311.5594787597656
August,2,21:00,33.54286575317383,1.0,0.03096581995487213,309.837646484375,113.55323028564453,6.0,0.051018424332141876,310.0744323730469,229.77630615234375,4.0,0.017071079462766647,328.3366394042969,127.77140045166016,8.0,0.05965176969766617,310.9390869140625
August,2,21:30,22.204500198364258,1.0,0.031517185270786285,313.1147155761719,100.66162872314453,5.0,0.04530726373195648,310.6229248046875,211.5526123046875,4.0,0.01725999265909195,327.98858642578125,121.03459930419922,7.0,0.0582544282078743,310.038330078125
August,2,22:00,18.114946365356445,1.0,0.03176752105355263,317.87249755859375,87.32604217529297,4.0,0.04492171108722687,309.7807922363281,153.3779754638672,3.0,0.017231542617082596,328.28277587890625,96.27893829345703,5.0,0.05704326182603836,310.0357360839844
August,2,22:30,13.159197807312012,1.0,0.1064569503068924,319.2057800292969,55.82516098022461,3.0,0.05051203444600105,304.13189697265625,119.30905151367188,2.0,0.017055729404091835,324.7491455078125,67.15742492675781,4.0,0.05581313744187355,310.0364074707031
August,2,23:00,12.706774711608887,1.0,0.08938027173280716,324.4996337890625,43.98553466796875,2.0,0.0451774001121521,303.18939208984375,104.08692932128906,2.0,0.016868233680725098,323.4989318847656,62.88119125366211,4.0,0.0665699690580368,309.4172058105469
August,2,23:30,10.207136154174805,1.0,0.07078821212053299,314.4674377441406,37.33245849609375,2.0,0.04460514336824417,299.3089599609375,84.04161834716797,1.0,0.017046205699443817,322.6488037109375,48.58102798461914,3.0,0.059404406696558,311.0422668457031
August,3,0:00,7.785902500152588,1.0,0.07914821058511734,315.4420166015625,32.790565490722656,1.0,0.03168487176299095,299.3464660644531,59.324832916259766,1.0,0.020126018673181534,322.66485595703125,36.47295379638672,3.0,0.07849787175655365,310.90716552734375
August,3,0:30,6.406253814697266,0.0,0.07779200375080109,351.111328125,23.11781883239746,1.0,0.027942955493927002,305.29901123046875,45.71464538574219,1.0,0.021243102848529816,322.5487976074219,27.227754592895508,2.0,0.06511680036783218,313.04705810546875
August,3,1:00,4.647857666015625,0.0,0.09788637608289719,410.7283630371094,14.940664291381836,0.0,0.02629528008401394,310.6863098144531,38.276817321777344,1.0,0.018818901851773262,320.1488342285156,23.6945858001709,2.0,0.07227586209774017,320.6476745605469
August,3,1:30,3.637927293777466,0.0,0.09321343153715134,402.2736511230469,13.442276000976562,0.0,0.018257953226566315,311.7807922363281,31.67134666442871,1.0,0.021874435245990753,329.3612365722656,20.175151824951172,1.0,0.07096041738986969,323.14910888671875
August,3,2:00,3.637927293777466,0.0,0.07765211910009384,361.4810485839844,15.033430099487305,0.0,0.015037210658192635,310.056884765625,29.60677719116211,1.0,0.01813007891178131,316.20648193359375,19.441410064697266,1.0,0.07697103172540665,315.8652648925781
August,3,2:30,3.5108020305633545,0.0,0.07059019804000854,335.9758605957031,18.217233657836914,0.0,0.011140462011098862,297.5521240234375,43.88728713989258,1.0,0.020747249945998192,319.8486633300781,24.442489624023438,2.0,0.06345053762197495,308.3110656738281
August,3,3:00,7.509835243225098,1.0,0.07916402071714401,335.35992431640625,23.444475173950195,0.0,0.01052425429224968,291.5973205566406,80.19579315185547,2.0,0.02499695122241974,314.2425537109375,43.76033401489258,3.0,0.06490237265825272,310.3139343261719
August,3,3:30,17.056198120117188,1.0,0.030069274827837944,309.5028991699219,44.60163497924805,1.0,0.014700472354888916,298.0106201171875,139.79180908203125,3.0,0.021491482853889465,302.7104187011719,61.575862884521484,4.0,0.06448657065629959,306.5781555175781
August,3,4:00,30.240644454956055,1.0,0.023760413751006126,306.1579895019531,72.51148986816406,1.0,0.014317362569272518,304.51519775390625,205.11477661132812,5.0,0.022430703043937683,306.7762756347656,107.13343811035156,6.0,0.059101976454257965,304.0367126464844
August,3,4:30,41.58169937133789,1.0,0.022252095863223076,307.6542053222656,93.86509704589844,1.0,0.013940755277872086,301.6838073730469,231.7614288330078,4.0,0.018609024584293365,316.1188659667969,125.92890930175781,7.0,0.057208191603422165,299.71234130859375
August,3,5:00,46.040252685546875,1.0,0.02016320265829563,306.8180236816406,109.54978942871094,2.0,0.01685394160449505,302.27557373046875,264.2716369628906,6.0,0.022162944078445435,319.9793395996094,137.72970581054688,8.0,0.0586855448782444,306.62774658203125
August,3,5:30,44.569698333740234,1.0,0.01799291931092739,307.3506774902344,120.5987548828125,15.0,0.1209479346871376,308.7359924316406,276.0347595214844,5.0,0.01967248134315014,322.9873046875,146.62722778320312,8.0,0.057531941682100296,304.8627624511719
August,3,6:00,45.395198822021484,1.0,0.0270649716258049,309.0026550292969,127.82574462890625,17.0,0.13428746163845062,308.9869689941406,302.2047119140625,8.0,0.026705462485551834,322.9585266113281,150.68174743652344,8.0,0.05401572585105896,302.54754638671875
August,3,6:30,47.0460205078125,1.0,0.030869092792272568,312.95855712890625,130.02499389648438,18.0,0.13755840063095093,310.8685607910156,308.3359680175781,10.0,0.03131787106394768,320.2509460449219,152.14454650878906,10.0,0.06392472982406616,304.1918640136719
